id,carrier_name,name,level,plan_type,individual_medical_deductible,family_medical_deductible,individual_medical_moop,family_medical_moop,plan_coinsurance,hsa_eligible,infertility_treatment_rider,individual_drug_deductible,family_drug_deductible,primary_care_physician,network_size,individual_medical_deductible_in_network,individual_medical_deductible_out_of_network,family_medical_deductible_in_network,family_medical_deductible_out_of_network,individual_medical_moop_in_network,individual_medical_moop_out_of_network,family_medical_moop_in_network,family_medical_moop_out_of_network,coinsurance_in_network,coinsurance_out_of_network,individual_drug_deductible_in_network,family_drug_deductible_in_network,primary_care_physician_in_network_cleaned,primary_care_physician_out_of_network_cleaned,pcp_cleaned_dollar_values_in_network,pcp_cleaned_percentages_in_network,pcp_initial_visits_in_network,pcp_after_deductible_in_network,pcp_cleaned_dollar_values_out_of_network,pcp_cleaned_percentages_out_of_network,pcp_initial_visits_out_of_network,pcp_after_deductible_out_of_network
40733CA0090088,Aetna,CA Bronze PPO 55/50 5500 wINF,expanded_bronze,PPO,"In-Network: $5,500 / Out-of-Network: $11,000","In-Network: $11,000 / Out-of-Network: $22,000","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 45% / Out-of-Network: 50%,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: 50% after deductible,35,5500,11000,11000,22000,9100,18200,18200,36400,45,50,0,0,$70,50% after deductible,[70.0],[],0,False,[],[50.0],0,True
40733CA0110735,Aetna,CA Gold MC 70/50 1250,gold,POS,"In-Network: $1,250 / Out-of-Network: $2,500","In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $7,500 / Out-of-Network: $15,000","In-Network: $15,000 / Out-of-Network: $30,000",In-Network: 30% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: 50% after deductible,35,1250,2500,2500,5000,7500,15000,15000,30000,30,50,300,600,$20,50% after deductible,[20.0],[],0,False,[],[50.0],0,True
40733CA0111003,Aetna,CA Gold MC 70/50 1250 wINF,gold,POS,"In-Network: $1,250 / Out-of-Network: $2,500","In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $7,500 / Out-of-Network: $15,000","In-Network: $15,000 / Out-of-Network: $30,000",In-Network: 30% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: 50% after deductible,35,1250,2500,2500,5000,7500,15000,15000,30000,30,50,300,600,$20,50% after deductible,[20.0],[],0,False,[],[50.0],0,True
40733CA0110608,Aetna,CA Gold MC 75/50 500,gold,POS,"In-Network: $500 / Out-of-Network: $1,000","In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $8,500 / Out-of-Network: $17,000","In-Network: $17,000 / Out-of-Network: $34,000",In-Network: 25% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: 50% after deductible,35,500,1000,1000,2000,8500,17000,17000,34000,25,50,300,600,$20,50% after deductible,[20.0],[],0,False,[],[50.0],0,True
40733CA0111004,Aetna,CA Gold MC 75/50 500 wINF,gold,POS,"In-Network: $500 / Out-of-Network: $1,000","In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $8,500 / Out-of-Network: $17,000","In-Network: $17,000 / Out-of-Network: $34,000",In-Network: 25% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: 50% after deductible,35,500,1000,1000,2000,8500,17000,17000,34000,25,50,300,600,$20,50% after deductible,[20.0],[],0,False,[],[50.0],0,True
40733CA0111457,Aetna,CA Gold MC 80/50 1500,gold,POS,"In-Network: $1,500 / Out-of-Network: $3,000","In-Network: $3,000 / Out-of-Network: $6,000","In-Network: $7,900 / Out-of-Network: $15,800","In-Network: $15,800 / Out-of-Network: $31,600",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: 50% after deductible,35,1500,3000,3000,6000,7900,15800,15800,31600,20,50,300,600,$25,50% after deductible,[25.0],[],0,False,[],[50.0],0,True
40733CA0111458,Aetna,CA Gold MC 80/50 1500 wINF,gold,POS,"In-Network: $1,500 / Out-of-Network: $3,000","In-Network: $3,000 / Out-of-Network: $6,000","In-Network: $7,900 / Out-of-Network: $15,800","In-Network: $15,800 / Out-of-Network: $31,600",In-Network: 20% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: 50% after deductible,35,1500,3000,3000,6000,7900,15800,15800,31600,20,50,300,600,$25,50% after deductible,[25.0],[],0,False,[],[50.0],0,True
40733CA0110607,Aetna,CA Gold MC 80/50 350 M,gold,POS,In-Network: $350 / Out-of-Network: $700,"In-Network: $700 / Out-of-Network: $1,400","In-Network: $7,800 / Out-of-Network: $15,600","In-Network: $15,600 / Out-of-Network: $31,200",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: 50% after deductible,35,350,700,700,1400,7800,15600,15600,31200,20,50,0,0,$25,50% after deductible,[25.0],[],0,False,[],[50.0],0,True
40733CA0111006,Aetna,CA Gold MC 80/50 350 wINF,gold,POS,In-Network: $350 / Out-of-Network: $700,"In-Network: $700 / Out-of-Network: $1,400","In-Network: $7,800 / Out-of-Network: $15,600","In-Network: $15,600 / Out-of-Network: $31,200",In-Network: 20% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: 50% after deductible,35,350,700,700,1400,7800,15600,15600,31200,20,50,0,0,$25,50% after deductible,[25.0],[],0,False,[],[50.0],0,True
40733CA0111007,Aetna,CA Gold MC 90/50 3200 HSA,gold,POS,"In-Network: $3,200 / Out-of-Network: $6,400","In-Network: $6,400 / Out-of-Network: $12,800","In-Network: $4,075 / Out-of-Network: $8,800","In-Network: $8,150 / Out-of-Network: $17,600",In-Network: 10% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 10% after deductible / Out-of-Network: 50% after deductible,35,3200,6400,6400,12800,4075,8800,8150,17600,10,50,0,0,10% after deductible,50% after deductible,[],[10.0],0,True,[],[50.0],0,True
40733CA0111008,Aetna,CA Gold MC 90/50 3200 HSA wINF,gold,POS,"In-Network: $3,200 / Out-of-Network: $6,400","In-Network: $6,400 / Out-of-Network: $12,800","In-Network: $4,075 / Out-of-Network: $8,800","In-Network: $8,150 / Out-of-Network: $17,600",In-Network: 10% / Out-of-Network: 50%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 10% after deductible / Out-of-Network: 50% after deductible,35,3200,6400,6400,12800,4075,8800,8150,17600,10,50,0,0,10% after deductible,50% after deductible,[],[10.0],0,True,[],[50.0],0,True
40733CA0090083,Aetna,CA Gold PPO 80/50 1000,gold,PPO,"In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $2,000 / Out-of-Network: $4,000","In-Network: $7,000 / Out-of-Network: $14,000","In-Network: $14,000 / Out-of-Network: $28,000",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: 50% after deductible,35,1000,2000,2000,4000,7000,14000,14000,28000,20,50,300,600,$20,50% after deductible,[20.0],[],0,False,[],[50.0],0,True
40733CA0090084,Aetna,CA Gold PPO 80/50 1000 wINF,gold,PPO,"In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $2,000 / Out-of-Network: $4,000","In-Network: $7,000 / Out-of-Network: $14,000","In-Network: $14,000 / Out-of-Network: $28,000",In-Network: 20% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: 50% after deductible,35,1000,2000,2000,4000,7000,14000,14000,28000,20,50,300,600,$20,50% after deductible,[20.0],[],0,False,[],[50.0],0,True
40733CA0111195,Aetna,CA Platinum MC 80/50 250,platinum,POS,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,000 / Out-of-Network: $18,000",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,35,250,1000,500,2000,4500,9000,9000,18000,20,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
40733CA0111196,Aetna,CA Platinum MC 80/50 250 wINF,platinum,POS,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,000 / Out-of-Network: $18,000",In-Network: 20% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,35,250,1000,500,2000,4500,9000,9000,18000,20,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
40733CA0110762,Aetna,CA Platinum MC 90/50 0 M,platinum,POS,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,000 / Out-of-Network: $18,000",In-Network: 10% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,35,0,1000,0,2000,4500,9000,9000,18000,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
40733CA0111197,Aetna,CA Platinum MC 90/50 0 wINF,platinum,POS,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,000 / Out-of-Network: $18,000",In-Network: 10% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,35,0,1000,0,2000,4500,9000,9000,18000,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
40733CA0110696,Aetna,CA Silver MC 60/50 2100,silver,POS,"In-Network: $2,100 / Out-of-Network: $4,200","In-Network: $4,200 / Out-of-Network: $8,400","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $45 / Out-of-Network: 50% after deductible,35,2100,4200,4200,8400,9100,18200,18200,36400,40,50,300,600,$45,50% after deductible,[45.0],[],0,False,[],[50.0],0,True
40733CA0111485,Aetna,CA Silver MC 60/50 2100 wINF,silver,POS,"In-Network: $2,100 / Out-of-Network: $4,200","In-Network: $4,200 / Out-of-Network: $8,400","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $45 / Out-of-Network: 50% after deductible,35,2100,4200,4200,8400,9100,18200,18200,36400,40,50,300,600,$45,50% after deductible,[45.0],[],0,False,[],[50.0],0,True
40733CA0110652,Aetna,CA Silver MC 65/50 2500 M,silver,POS,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,600 / Out-of-Network: $17,200","In-Network: $17,200 / Out-of-Network: $34,400",In-Network: 35% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,35,2500,5000,5000,10000,8600,17200,17200,34400,35,50,300,600,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
40733CA0111279,Aetna,CA Silver MC 65/50 2500 wINF,silver,POS,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,600 / Out-of-Network: $17,200","In-Network: $17,200 / Out-of-Network: $34,400",In-Network: 35% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,35,2500,5000,5000,10000,8600,17200,17200,34400,35,50,300,600,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
40733CA0110769,Aetna,CA Silver MC 65/50 2600,silver,POS,"In-Network: $2,600 / Out-of-Network: $5,200","In-Network: $5,200 / Out-of-Network: $10,400","In-Network: $9,000 / Out-of-Network: $18,000","In-Network: $18,000 / Out-of-Network: $36,000",In-Network: 35% / Out-of-Network: 50%,False,False,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: 50% after deductible,35,2600,5200,5200,10400,9000,18000,18000,36000,35,50,100,200,$50,50% after deductible,[50.0],[],0,False,[],[50.0],0,True
40733CA0111280,Aetna,CA Silver MC 65/50 2600 wINF,silver,POS,"In-Network: $2,600 / Out-of-Network: $5,200","In-Network: $5,200 / Out-of-Network: $10,400","In-Network: $9,000 / Out-of-Network: $18,000","In-Network: $18,000 / Out-of-Network: $36,000",In-Network: 35% / Out-of-Network: 50%,False,True,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: 50% after deductible,35,2600,5200,5200,10400,9000,18000,18000,36000,35,50,100,200,$50,50% after deductible,[50.0],[],0,False,[],[50.0],0,True
40733CA0090089,Aetna,CA Silver PPO 60/50 2100,silver,PPO,"In-Network: $2,100 / Out-of-Network: $4,200","In-Network: $4,200 / Out-of-Network: $8,400","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $45 / Out-of-Network: 50% after deductible,35,2100,4200,4200,8400,9100,18200,18200,36400,40,50,300,600,$45,50% after deductible,[45.0],[],0,False,[],[50.0],0,True
40733CA0090090,Aetna,CA Silver PPO 60/50 2100 wINF,silver,PPO,"In-Network: $2,100 / Out-of-Network: $4,200","In-Network: $4,200 / Out-of-Network: $8,400","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $45 / Out-of-Network: 50% after deductible,35,2100,4200,4200,8400,9100,18200,18200,36400,40,50,300,600,$45,50% after deductible,[45.0],[],0,False,[],[50.0],0,True
40025CA0080451,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $1000,expanded_bronze,PPO,"In-Network: $1,000 / Out-of-Network: $15,000","In-Network: $2,000 / Out-of-Network: $30,000","In-Network: $9,400 / Out-of-Network: $25,000","In-Network: $18,800 / Out-of-Network: $50,000",In-Network: 30% / Out-of-Network: 50%,False,False,"In-Network: $6,100 / Out-of-Network: Not Covered","In-Network: $12,200 / Out-of-Network: Not Covered",In-Network: $100 / Out-of-Network: 50% after deductible,76513,1000,15000,2000,30000,9400,25000,18800,50000,30,50,6100,12200,$100,50% after deductible,[100.0],[],0,False,[],[50.0],0,True
40025CA0080448,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $1000 INF,expanded_bronze,PPO,"In-Network: $1,000 / Out-of-Network: $15,000","In-Network: $2,000 / Out-of-Network: $30,000","In-Network: $9,400 / Out-of-Network: $25,000","In-Network: $18,800 / Out-of-Network: $50,000",In-Network: 30% / Out-of-Network: 50%,False,True,"In-Network: $6,100 / Out-of-Network: Not Covered","In-Network: $12,200 / Out-of-Network: Not Covered",In-Network: $100 / Out-of-Network: 50% after deductible,76513,1000,15000,2000,30000,9400,25000,18800,50000,30,50,6100,12200,$100,50% after deductible,[100.0],[],0,False,[],[50.0],0,True
40025CA0080445,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $3000,expanded_bronze,PPO,"In-Network: $3,000 / Out-of-Network: $15,000","In-Network: $6,000 / Out-of-Network: $30,000","In-Network: $9,400 / Out-of-Network: $25,000","In-Network: $18,800 / Out-of-Network: $50,000",In-Network: 30% / Out-of-Network: 50%,False,False,"In-Network: $3,100 / Out-of-Network: Not Covered","In-Network: $6,200 / Out-of-Network: Not Covered",In-Network: $75 / Out-of-Network: 50% after deductible,76513,3000,15000,6000,30000,9400,25000,18800,50000,30,50,3100,6200,$75,50% after deductible,[75.0],[],0,False,[],[50.0],0,True
40025CA0080442,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $3000 INF,expanded_bronze,PPO,"In-Network: $3,000 / Out-of-Network: $15,000","In-Network: $6,000 / Out-of-Network: $30,000","In-Network: $9,400 / Out-of-Network: $25,000","In-Network: $18,800 / Out-of-Network: $50,000",In-Network: 30% / Out-of-Network: 50%,False,True,"In-Network: $3,100 / Out-of-Network: Not Covered","In-Network: $6,200 / Out-of-Network: Not Covered",In-Network: $75 / Out-of-Network: 50% after deductible,76513,3000,15000,6000,30000,9400,25000,18800,50000,30,50,3100,6200,$75,50% after deductible,[75.0],[],0,False,[],[50.0],0,True
40025CA0080238,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $5750 HSA,expanded_bronze,PPO,"In-Network: $5,750 / Out-of-Network: $12,000","In-Network: $11,500 / Out-of-Network: $24,000","In-Network: $8,000 / Out-of-Network: $14,000","In-Network: $16,000 / Out-of-Network: $28,000",In-Network: 40% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 40% after deductible / Out-of-Network: 50% after deductible,76513,5750,12000,11500,24000,8000,14000,16000,28000,40,50,0,0,40% after deductible,50% after deductible,[],[40.0],0,True,[],[50.0],0,True
40025CA0080241,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $5750 INF HSA,expanded_bronze,PPO,"In-Network: $5,750 / Out-of-Network: $12,000","In-Network: $11,500 / Out-of-Network: $24,000","In-Network: $8,000 / Out-of-Network: $14,000","In-Network: $16,000 / Out-of-Network: $28,000",In-Network: 40% / Out-of-Network: 50%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 40% after deductible / Out-of-Network: 50% after deductible,76513,5750,12000,11500,24000,8000,14000,16000,28000,40,50,0,0,40% after deductible,50% after deductible,[],[40.0],0,True,[],[50.0],0,True
40025CA0080439,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $6000,expanded_bronze,PPO,"In-Network: $6,000 / Out-of-Network: $12,000","In-Network: $12,000 / Out-of-Network: $24,000","In-Network: $9,400 / Out-of-Network: $18,200","In-Network: $18,800 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $80 / Out-of-Network: 50% after deductible,76513,6000,12000,12000,24000,9400,18200,18800,36400,40,50,0,0,$80,50% after deductible,[80.0],[],0,False,[],[50.0],0,True
40025CA0080436,Cigna + Oscar,Cigna+Oscar LocalPlus Bronze $6000 INF,expanded_bronze,PPO,"In-Network: $6,000 / Out-of-Network: $12,000","In-Network: $12,000 / Out-of-Network: $24,000","In-Network: $9,400 / Out-of-Network: $18,200","In-Network: $18,800 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $80 / Out-of-Network: 50% after deductible,76513,6000,12000,12000,24000,9400,18200,18800,36400,40,50,0,0,$80,50% after deductible,[80.0],[],0,False,[],[50.0],0,True
