id,carrier_name,name,level,plan_type,individual_medical_deductible,family_medical_deductible,individual_medical_moop,family_medical_moop,plan_coinsurance,hsa_eligible,infertility_treatment_rider,individual_drug_deductible,family_drug_deductible,primary_care_physician,chiropractic_services,individual_medical_deductible_in_network,family_medical_deductible_in_network,individual_medical_moop_in_network,family_medical_moop_in_network,coinsurance_in_network,individual_drug_deductible_in_network,family_drug_deductible_in_network,primary_care_physician_in_network_cleaned,pcp_cleaned_dollar_values_in_network,pcp_cleaned_percentages_in_network,pcp_initial_visits_in_network,pcp_after_deductible_in_network,anthem_travel_and_lodging
20523CA0031581,Aetna,CA Bronze HMO AWH SoCA $75/125 8550 wINF,expanded_bronze,HMO,"In-Network: $8,550 / Out-of-Network: Not Covered","In-Network: $17,100 / Out-of-Network: Not Covered","In-Network: $8,550 / Out-of-Network: Not Covered","In-Network: $17,100 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $75 / Out-of-Network: Not Covered,True,8550,17100,8550,17100,0,0,0,$75,[75.0],[],0,False,False
20523CA0031254,Aetna,CA Gold HMO $25/50 500,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $8,200 / Out-of-Network: Not Covered","In-Network: $16,400 / Out-of-Network: Not Covered",In-Network: 20% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,500,1000,8200,16400,20,0,0,$25,[25.0],[],0,False,False
20523CA0031616,Aetna,CA Gold HMO $25/50 500 wINF,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $8,200 / Out-of-Network: Not Covered","In-Network: $16,400 / Out-of-Network: Not Covered",In-Network: 20% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,500,1000,8200,16400,20,0,0,$25,[25.0],[],0,False,False
20523CA0031672,Aetna,CA Gold HMO $25/65 1250,gold,HMO,"In-Network: $1,250 / Out-of-Network: Not Covered","In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 30% / Out-of-Network: 0%,False,False,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,1250,2500,7800,15600,30,250,500,$25,[25.0],[],0,False,False
20523CA0031691,Aetna,CA Gold HMO $25/65 1250 wINF,gold,HMO,"In-Network: $1,250 / Out-of-Network: Not Covered","In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 30% / Out-of-Network: 0%,False,True,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,1250,2500,7800,15600,30,250,500,$25,[25.0],[],0,False,False
20523CA0031255,Aetna,CA Gold HMO $30/60 0,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$30,[30.0],[],0,False,False
20523CA0031653,Aetna,CA Gold HMO $30/60 0 wINF,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$30,[30.0],[],0,False,False
20523CA0031710,Aetna,CA Gold HMO $35/65 0,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $8,500 / Out-of-Network: Not Covered","In-Network: $17,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,8500,17000,0,0,0,$35,[35.0],[],0,False,False
20523CA0031729,Aetna,CA Gold HMO $35/65 0 wINF,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $8,500 / Out-of-Network: Not Covered","In-Network: $17,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,8500,17000,0,0,0,$35,[35.0],[],0,False,False
20523CA0031138,Aetna,CA Gold HMO AVN $25/50 500,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $8,200 / Out-of-Network: Not Covered","In-Network: $16,400 / Out-of-Network: Not Covered",In-Network: 20% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,500,1000,8200,16400,20,0,0,$25,[25.0],[],0,False,False
20523CA0033101,Aetna,CA Gold HMO AVN $25/50 500 wINF,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $8,200 / Out-of-Network: Not Covered","In-Network: $16,400 / Out-of-Network: Not Covered",In-Network: 20% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,500,1000,8200,16400,20,0,0,$25,[25.0],[],0,False,False
20523CA0031784,Aetna,CA Gold HMO AVN $25/65 1250,gold,HMO,"In-Network: $1,250 / Out-of-Network: Not Covered","In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 30% / Out-of-Network: 0%,False,False,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,1250,2500,7800,15600,30,250,500,$25,[25.0],[],0,False,False
20523CA0031801,Aetna,CA Gold HMO AVN $25/65 1250 wINF,gold,HMO,"In-Network: $1,250 / Out-of-Network: Not Covered","In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 30% / Out-of-Network: 0%,False,True,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,1250,2500,7800,15600,30,250,500,$25,[25.0],[],0,False,False
20523CA0031256,Aetna,CA Gold HMO AVN $30/60 0,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$30,[30.0],[],0,False,False
20523CA0031767,Aetna,CA Gold HMO AVN $30/60 0 wINF,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$30,[30.0],[],0,False,False
20523CA0031372,Aetna,CA Gold HMO AVN $35/55 250 M,gold,HMO,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,250,500,7800,15600,0,0,0,$35,[35.0],[],0,False,False
20523CA0030427,Aetna,CA Gold HMO AVN $35/55 250 wINF,gold,HMO,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,250,500,7800,15600,0,0,0,$35,[35.0],[],0,False,False
20523CA0033118,Aetna,CA Gold HMO AVN $35/65 0,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $8,500 / Out-of-Network: Not Covered","In-Network: $17,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,8500,17000,0,0,0,$35,[35.0],[],0,False,False
20523CA0031837,Aetna,CA Gold HMO AVN $35/65 0 wINF,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $8,500 / Out-of-Network: Not Covered","In-Network: $17,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,8500,17000,0,0,0,$35,[35.0],[],0,False,False
20523CA0031158,Aetna,CA Gold HMO AWH SoCA $25/50 500,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $8,200 / Out-of-Network: Not Covered","In-Network: $16,400 / Out-of-Network: Not Covered",In-Network: 20% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,500,1000,8200,16400,20,0,0,$25,[25.0],[],0,False,False
20523CA0031856,Aetna,CA Gold HMO AWH SoCA $25/50 500 wINF,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $8,200 / Out-of-Network: Not Covered","In-Network: $16,400 / Out-of-Network: Not Covered",In-Network: 20% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,500,1000,8200,16400,20,0,0,$25,[25.0],[],0,False,False
20523CA0031874,Aetna,CA Gold HMO AWH SoCA $25/65 1250,gold,HMO,"In-Network: $1,250 / Out-of-Network: Not Covered","In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 30% / Out-of-Network: 0%,False,False,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,1250,2500,7800,15600,30,250,500,$25,[25.0],[],0,False,False
20523CA0031882,Aetna,CA Gold HMO AWH SoCA $25/65 1250 wINF,gold,HMO,"In-Network: $1,250 / Out-of-Network: Not Covered","In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 30% / Out-of-Network: 0%,False,True,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,1250,2500,7800,15600,30,250,500,$25,[25.0],[],0,False,False
20523CA0031257,Aetna,CA Gold HMO AWH SoCA $30/60 0,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$30,[30.0],[],0,False,False
20523CA0031866,Aetna,CA Gold HMO AWH SoCA $30/60 0 wINF,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$30,[30.0],[],0,False,False
20523CA0031388,Aetna,CA Gold HMO AWH SoCA $35/55 250 M,gold,HMO,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,250,500,7800,15600,0,0,0,$35,[35.0],[],0,False,False
20523CA0031130,Aetna,CA Gold HMO AWH SoCA $35/55 250 wINF,gold,HMO,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,250,500,7800,15600,0,0,0,$35,[35.0],[],0,False,False
20523CA0031894,Aetna,CA Gold HMO AWH SoCA $35/65 0,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $8,500 / Out-of-Network: Not Covered","In-Network: $17,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,8500,17000,0,0,0,$35,[35.0],[],0,False,False
20523CA0031902,Aetna,CA Gold HMO AWH SoCA $35/65 0 wINF,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $8,500 / Out-of-Network: Not Covered","In-Network: $17,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,8500,17000,0,0,0,$35,[35.0],[],0,False,False
20523CA0031964,Aetna,CA Platinum HMO $20/40 0,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $3,500 / Out-of-Network: Not Covered","In-Network: $7,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,3500,7000,0,0,0,$20,[20.0],[],0,False,False
20523CA0031983,Aetna,CA Platinum HMO $20/40 0 wINF,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $3,500 / Out-of-Network: Not Covered","In-Network: $7,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,3500,7000,0,0,0,$20,[20.0],[],0,False,False
20523CA0031423,Aetna,CA Platinum HMO AVN $20/30 0 M,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $4,500 / Out-of-Network: Not Covered","In-Network: $9,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,False,0,0,4500,9000,0,0,0,$20,[20.0],[],0,False,False
20523CA0030551,Aetna,CA Platinum HMO AVN $20/30 0 wINF,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $4,500 / Out-of-Network: Not Covered","In-Network: $9,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,4500,9000,0,0,0,$20,[20.0],[],0,False,False
20523CA0032004,Aetna,CA Platinum HMO AVN $20/40 0,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $3,500 / Out-of-Network: Not Covered","In-Network: $7,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,3500,7000,0,0,0,$20,[20.0],[],0,False,False
20523CA0033171,Aetna,CA Platinum HMO AVN $20/40 0 wINF,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $3,500 / Out-of-Network: Not Covered","In-Network: $7,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,3500,7000,0,0,0,$20,[20.0],[],0,False,False
20523CA0031439,Aetna,CA Platinum HMO AWH SoCA $20/30 0 M,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $4,500 / Out-of-Network: Not Covered","In-Network: $9,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,False,0,0,4500,9000,0,0,0,$20,[20.0],[],0,False,False
20523CA0031193,Aetna,CA Platinum HMO AWH SoCA $20/30 0 wINF,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $4,500 / Out-of-Network: Not Covered","In-Network: $9,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,4500,9000,0,0,0,$20,[20.0],[],0,False,False
